code,subject,terms,name,prereqs,postreqs,info
ENGL 0300L,ENGL,['202110'],The Global Middle Ages,,[],"['This course offers students an introduction to the medieval period as a time of active cultural exchange, racial imaginaries, and decentralized globality. We will explore what it means to think about history on a global scale, how to broaden our understanding of the Middle Ages without replicating Eurocentric perspectives, and how literary texts work to mediate history.']"
ENGL 0310A,ENGL,"['202110', '202100', '202020', '202010', '201910', '201820', '201810', '201720', '201710', '201620']",Shakespeare,ENGL\xa00310,[],"['We will read a representative selection of Shakespeare’s comedies, tragedies, histories, and romances, considering their historical contexts and their cultural afterlife in terms of belief, doubt, language, feeling, politics, and form. Students should register for ENGL\xa00310A S01 and may be assigned to conference sections by the instructor during the first week of class.']"
ENGL 0511H,ENGL,"['202110', '201920', '201820']",Late Romantics,,[],"['An introduction to the varied work of canonical and non-canonical writers often described as British second-generation or late Romantics: Keats, the Shelleys, Byron, Clare, de Quincey, Hemans, Austen. We will explore what lateness constitutes for these authors as a political, aesthetic, and ethical category, and consider how it informs the kind of distinctly ""Romantic"" work that characterizes their writings. Particular emphasis on close readings of poetry and theoretical texts, as well as excursions into late nineteenth-century authors.']"
ENGL 0700E,ENGL,"['202110', '201910']",Postcolonial Literature,,[],"['Examines fiction, drama, poetry, travel writing, and cultural criticism by contemporary writers from former colonies of the British Empire. We study works by Anglophone writers from African, Caribbean, and South Asian backgrounds. Issues that will concern us include: cultural-nationalism, diaspora, and globalization; histories, identities, and generational shifts; literary form and the idea of “postcolonial literature.” Authors will include Coetzee, Ghosh, Hartman, Naipaul, Ondaatje, Kincaid, Soyinka, Walcott, and Wicomb. Enrollment limited to 30.']"
ENGL 0710R,ENGL,"['202110', '201820']",Poetry and Science,,[],['This course will explore the relationship between the observational procedures and modes of composition employed by twentieth and twenty-first century poets who have worked in more conceptual or avant-garde traditions and the practices of description and experimentation that have emerged out of history of science. Readings will range from Gertrude Stein’s poetic taxonomies to recent work in critical science studies.']
ENGL 0711B,ENGL,['202110'],Trans Cultural Production and Trans Studies,,[],"['What animates the fields of transgender studies and trans cultural criticism in a moment of assimilation, heightened visibility, and violence? By reflecting on contemporary examples of trans cultural production, including literature, film, and new media, this course explores a wide range of art-making and activism working against state violence. Readings and works by Kai Cheng Thom, Tourmaline, and Leslie Feinberg.']"
ENGL 0711C,ENGL,['202110'],Bad Blood: Conflict and the Family in Literature and Cinema,,[],"['The family home, often thought of as a refuge from the outside world, can also be a site of tension, competition, violence and horror. Why does dysfunction in the domestic sphere shock and fascinate us, and why is the gothic so intimately tied to the domestic? Readings and viewings from: Shakespeare, Shelley, Brontë, Wilde, Nabokov, Salinger, Hitchcock, Kubrick, Park Chan-wook.']"
ENGL 1030H,ENGL,['202110'],Black Popular Culture and Social Movements,,[],"['As a site of critical inquiry, Black popular culture provides valuable insight into the ways oppressed people (and allies) identify and mobilize against unjust power structures in society. We will begin with immersion experiences with primary and secondary resources that reveal how “voices on the margins” assert agency, identity, and community. Enrollment limited to 17. No pre-requisites. Writing sample may be required. Banner registrations after classes begin require instructor approval. S/NC.']"
ENGL 1050G,ENGL,"['202110', '202010', '201910', '201810', '201710', '201610']",Journalistic Writing,,[],"['This course, taught by a Pulitzer Prize-winning reporter, teaches students how to report and write hard news and feature stories. Students learn to gather and organize material, develop in-depth interviewing techniques, use public records to report stories and become better observers of everyday life. The first half of the semester focuses on hard news and investigative reporting -- crime, government and court news. The second half is devoted to feature writing -- profiles and the art of narrative storytelling. Class list will be reduced to 17 after writing samples are reviewed. Banner registrations after classes begin require instructor approval. S/NC.']"
ENGL 1050P,ENGL,"['202110', '202100', '201910']",Reframing Race in Art Writing,,[],"['This seminar will consider how contemporary writers and critics respond to art that directly addresses race and challenges institutional power. We will discuss past and recent controversies involving race and representation in exhibitions and examine the relationships between artists, museums and other art institutions, and public audiences. We will consider how writing about arts and culture can advance public discourse about race, equity, and justice. Enrollment limited to 17. No pre-requisites. Writing sample required. Instructor permission required.']"
ENGL 1140B,ENGL,"['202110', '201820', '201620']",The Public Intellectual,ENGL\xa00930,[],"['This course offers advanced writers an opportunity to practice sophisticated, engaged critical writing in academic, personal, and civic modes. Emphasis will be on writing ""public"" essays (general audience essays that do intellectual work or academic essays that address public topics), ideally in fluid, ""hybrid,"" audience-appropriate forms. Areas of investigation will include (but are not limited to) the review essay, the cultural analysis essay, literary documentary, and the extended persuasive/analytic essay. It will include some brief ""touchstone"" investigations into rhetorical theory, with the aim of helping to broaden our concepts of audience, analyze the constitutive and imaginative effects of language, increase the real-world effectiveness of our own language practices, and situate our writing within current political, cultural, aesthetic and intellectual debates. Students must have sophomore standing or higher in order to be admitted to the class. A writing sample will be administered on the first day of class. Prerequisite: ENGL\xa00930, 1030, or 1050. Class list will be reduced to 12 after writing samples are reviewed during the first week of classes. Preference will be given to English concentrators. Banner registrations after classes begin require instructor approval. S/NC.']"
ENGL 1180P,ENGL,"['202110', '202010', '201910', '201810', '201710', '201610']",Further Adventures in Creative Nonfiction,ENGL\xa00930ENGL\xa00930,[],"['For the advanced writer. A workshop course for students who have taken ENGL\xa00930 or the equivalent and are looking for further explorations of voice and form. Work can include personal essays, literary journalism and travel writing. Readings from Ian Frazier, Joan Didion, David Sedaris, John McPhee and others. Writing sample required. Prerequisite: ENGL\xa00930 or any 1000-level nonfiction writing course. Class list will be reduced to 17 after writing samples are reviewed during the first week of classes. Preference will be given to English concentrators. Banner registrations after classes begin require instructor approval. S/NC.']"
ENGL 1180R,ENGL,"['202110', '201820', '201620']",Travel Writing: Personal and Cultural Narratives,ENGL\xa00930,[],"['For the advanced writer. Helps students build skills in the growing genre of travel writing, including techniques for reading, composing, and revising travel pieces. Students will read the best contemporary travel writing in order to develop their own writing in areas like narrative, setting, characters, and voice. The course will feature interactive discussions, instructor conferences, and workshops. Prerequisite: ENGL\xa00930 or any 1000-level nonfiction writing course. Class list will be reduced to 17 after writing samples are reviewed during the first week of classes. Preference will be given to English concentrators. Banner registrations after classes begin require instructor approval. S/NC.']"
ENGL 1180V,ENGL,"['202110', '202020', '201920', '201820']",Contemporary Asian American Writers,,[],"[""In this advanced writing workshop, we will explore the work of Asian American writers who are engaging with questions of race and ethnicity; self-invention and identity; visibility and representation. We'll consider how authors use writing to give voice to marginalized experiences, preserve cultural memory, and redress injustice. Guest writers will read from and discuss their own work. Prerequisite: ENGL0930 or any 1000-level nonfiction writing course. Writing sample required. Class list will be reduced to 17 after writings samples are reviewed during the first week of classes. Preference given to English concentrators. Instructor permission required. S/NC.""]"
ENGL 1190J,ENGL,['202110'],"African American Language, Literacy, and Culture",ENGL\xa00930,[],"['In this course, we will explore the social, educational, and political implications of AAL in the 21st century. Our task is threefold: we will 1) examine AAL semantics, syntax, phonology, and morphology, 2) identify underlying historical and socio-economic forces responsible for shaping AAL, and 3) explore the impact of AAL within Black speech communities and U.S. and global popular culture. Writing sample required. Prerequisite: ENGL\xa00930 or any 1000-level nonfiction writing course. Class list will be reduced to 17 after writing samples are reviewed during the first week of classes. Preference will be given to English concentrators. S/NC.']"
ENGL 1190M,ENGL,"['202110', '202010', '201910', '201810', '201710', '201610']",The Teaching and Practice of Writing: Writing Fellows Program,,[],"['This course prepares students for their work as Writing Fellows. Course readings, activities, and assignments introduce students to: post-process writing theory and pedagogy; data-based investigations of the revision habits of experienced and inexperienced writers; and effective methods for responding to student writing and conferencing with student writers. Enrollment is restricted to undergraduates who have been accepted into the Writing Fellows Program in the preceding July. Banner registrations after classes begin require instructor approval. S/NC.']"
ENGL 1190X,ENGL,"['202110', '201910']",Nonfiction Now,ENGL\xa00930,[],"['Nonfiction Now introduces students to contemporary nonfiction writing through in-person exposure to professional writers, who will visit the course to deliver a craft lecture, read from their latest work and discuss the labor that goes into maintaining a professional writing life. Students will be expected to read the work of the visitor and produce creative work in response. Prerequisite: ENGL\xa00930 or any 1000-level nonfiction writing course. Class list will be reduced to 30 after writing samples are reviewed during the first week of classes. Preference will be given to English concentrators. Banner registrations after classes begin require instructor approval. S/NC.']"
ENGL 1190Y,ENGL,['202110'],Editing as Revision,,[],"['This fully gamified course, organized by historically-based writing guilds and their competitors in bookselling, introduces students to content, copy, and proofs editing as revision praxis. Students will edit publishable texts inside an imaginative game-world, learning editing strategies that help expert authors revise scholarly nonfiction—strategies students will find useful in working with their own writing as well. Class will be capped at 17. Prerequisite: ENGL0930 or any 1000-level nonfiction writing course. Preference will be given to English concentrators. Banner registrations after classes begin require instructor approval. Open to juniors and seniors only. Instructor permission required. S/NC.']"
ENGL 1361G,ENGL,"['202110', '201910', '201710', '201620']",Tolkien and the Renaissance,,[],"['This course explores the work of J.R.R. Tolkien alongside Renaissance forbears such as Shakespeare, Spenser, Milton and others. Topics to include love and friendship, good and evil, violence and nonviolence, and how literature offers distinctive forms of life. Enrollment limited to 20.']"
ENGL 1361L,ENGL,['202110'],Milton,,[],"['A recent book provocatively asked: “Is Milton better than Shakespeare?” Whatever one makes of that question, Milton wrote extraordinary poems in the principal modes of Renaissance verse. This course studies in detail many of those works, including the culturally monumental Paradise Lost. We’ll also take into account the shape of Milton’s authorial career and his always interesting ways with genre. Enrollment limited to 20 juniors and seniors.']"
ENGL 1511Q,ENGL,['202110'],"Melville, Conrad, and the Sea",,[],"['This class reads a number of the major works of Melville and Conrad in order to ask a number of questions crucial to understanding modern narrative: the relationship between realism and the romance (the sea being both the setting for adventure and a place of work); how, why, and by whom stories are told and passed on (the sea being both the place where ‘tall tales’ are told and where they are set); the role of the eye-witness (how do you prove you saw what no else has seen). Texts include ""Moby Dick,"" ""Billy Budd,"" ""Lord Jim,"" and ""Heart of Darkness.""']"
ENGL 1561I,ENGL,['202110'],The Nineteenth-Century Novel,,[],"['This seminar examines how British and French nineteenth-century novels thematize history, memory, representation and desire. Authors to be studied include Austen, Stendhal, Balzac, Dickens, Flaubert, Eliot, and, if time allows, James and/or Proust. Enrollment limited to 20.']"
ENGL 1710I,ENGL,"['202110', '201720']",Harlem Renaissance: The Politics of Culture,,[],"['The Harlem Renaissance was a remarkable flowering of culture in post-war New York as well as a social movement that advanced political agendas for the nation. This course takes up the relationship between literature and politics by exploring such matters as the urbanization of black America, the representation of the black poor, the influence of white patronage, and the rise of primitivism. Writers may include Hughes, Hurston, Larsen, Fisher, Locke, and McKay.']"
ENGL 1710M,ENGL,['202110'],"Nationalizing Narratives: Race, Nationalism, and the American Novel",,[],"['While American novels can imagine the nation as a multiracial unity, they also provide potent critiques of white supremacy, giving literary form to the cultural expressions of communities of color. We examine novelistic visions of the nation by writers like Ralph Ellison, Toni Morrison, and Viet Nguyen along with critical anatomies of nationalism by theorists like Benedict Anderson and Etienne Balibar. Not open to first year students.']"
ENGL 1711L,ENGL,"['202110', '201810']",Contemporary Black Women's Literature,,[],"['Examination of black women’s literature in the post- Civil Rights period. Foregrounding complexities of black womanhood, course investigates how black women have used writing to revise history, assert agency, manufacture beauty, and redress personal and group injury. Emphasis on the intersections of precarity and power, race and rebellion, pastness and black feminist futurity within the context of Africana women’s literary legacies. Specific attention paid to the aesthetics of form and the interrelations of race, class, sexuality, generation and nation. Not open to first-year students.']"
ENGL 1761D,ENGL,"['202110', '201910']",Hollywood and American Modernism from FDR to JFK,,[],"['Study of the interactions among Hollywood and modernism from the beginning of the sound era through the early 1960s. Authors and directors to be considered include, Loos, Fitzgerald, Faulkner, West, Ferber, Hawks, Wilder, Hitchcock, Mann, and Ford. Enrollment limited to 20.']"
ENGL 1762L,ENGL,['202110'],"City Spaces, City Memories",,[],"['How do cities, whose built environment constantly changes, preserve and remember their pasts? We focus on 20th and 21st century New York City to investigate the way both personal and communal pasts are located in the city’s fabric. Course material includes novels, journalism, memoirs, and photography, along with memorials and tourist attractions. Prerequisite: one previous literature class. Enrollment limited to 20.']"
ENGL 1762M,ENGL,['202110'],Caribbean Literature,,[],"['Focusing mostly on prose narrative from the nineteenth-century to the present day, this seminar is an overview of various important texts from the Anglophone, Hispanophone, and Francophone or Kreyol Caribbean texts. As crucial themes in the literary culture of the Caribbean, class discussion will be framed around questions of colonialism, slavery, blackness, whiteness, indigeneity, class as well as literary and aesthetic innovations such as surrealism, realism, and other important formalist trends and interventions. Texts originally written in Spanish and French will be read in translation, but students have the option of reading them in the original if they prefer as long as they are able to engage the class through the translation as well. Instructor permission required. Enrollment limited to 20.']"
ENGL 1901M,ENGL,['202110'],Reading Literature in an Information Age,,[],"[""Is there something distinctive about reading, studying, and/or producing literature in an information age? Is literature's status as a form of deep social engagement and a way to produce broad social changes in jeopardy given the way STEM and the social sciences are represented in U.S. culture at large? Has the literary become obsolete in a video-driven media environment? And what place does the literary occupy in an information world? Enrollment limited to 20.""]"
ENGL 1950F,ENGL,"['202110', '202010']",Law and Literature,,[],"['This seminar explores the conceptual, psychological and rhetorical connections between literature and law, examining how both disciplines shape the imagination but also aim to elicit response and responsibility. We will consider how literary works, legal writings, and legal opinions inform each other, but also illuminate each other’s blind spots. Looking beyond trial scenes, the course invites students to think about how principles and notions in law structure, and are structured by, literature and language. Authors include Walter Benjamin, Joseph Conrad, Albert Camus, Rebecca West, and Chinua Achebe; legal texts by Holmes, Bentham, Cover and a number of judicial opinions. Limited to 20 senior English concentrators.']"
ENGL 1991,ENGL,"['202110', '202010', '201910', '201810', '201710', '201610']",Senior Honors Seminar in English,,[],"['Weekly seminar led by the Advisor of Honors in English. Introduces students to sustained literary-critical research and writing skills necessary to successful completion of the senior thesis. Particular attention to efficient ways of developing literary-critical projects, as well as evaluating, incorporating, and documenting secondary sources. Enrollment limited to English concentrators whose applications to the Honors in English program have been accepted. Permission should be obtained from the Honors Advisor in English. S/NC']"
ENGL 1993,ENGL,"['202110', '202010', '201910', '201810', '201710', '201610']",Senior Honors Seminar in Nonfiction Writing,,[],"[""This course is designed for students accepted into the Nonfiction Honors Program. It will be run in workshop format, and will focus on research skills and generative and developmental writing strategies for students embarking on their thesis projects. Weekly assignments will be directed toward helping students work through various stages in their writing processes. Students will be expected to respond thoughtfully and constructively in peer reviewing one another's work. Open to seniors who have been admitted to the Honors Program in Nonfiction Writing. Instructor permission required. S/NC""]"
ENGL 2561V,ENGL,['202110'],The Pursuit of Happiness: Transatlantic Literary Culture in the Long Eighteenth Century,,[],"['English and American literature of the long eighteenth century with a focus on emerging concepts of happiness. Reading includes poetry, novels, satire, travel, moral philosophy, and other genres. The right to pursue happiness placed in the context of new forms of social mobility such as education, class, and affectionate marriage, but also in the context of war, empire, slavery, and other metropolitan and colonial cultural formations and exchanges. Enrollment limited to 15.']"
ENGL 2950,ENGL,"['202110', '202010', '201910', '201810', '201710', '201610']",Seminar in Pedagogy and Composition Theory,,[],"['An experimental and exploratory investigation into writing as a preparation for teaching college-level writing. Reviews the history of writing about writing, from Plato to current discussions on composition theory. Against this background, examines various processes of reading and writing. Emphasizes the practice of writing, including syllabus design. Enrollment restricted to students in the English Ph.D. program.']"
ENGL 0511C,ENGL,"['202115', '202020', '201915', '201815', '201715', '201620']","Fantastic Places, Unhuman Humans",,[],"[""This is an online course during Wintersession 2022 (December 22, 2021 - January 21, 2022). What can the grotesque, monstrous, and even alien creatures found lurking in an extraordinary range of literature across many centuries reveal about the different ways humans have imagined what it means to be human in the first place? Is the human a unified, single category of being at all? Authors may include Shakespeare, Mary Shelley, and Poe. This course is offered fully online. Students do not need to be on Brown's campus to participate in this course. Students should expect to spend 45 hours per week (or 6-8 hours per day) on coursework.""]"
ENGL 0100U,ENGL,"['202100', '201610']",Serial Fictions,,[],"['A study of serial and serialized fictional narratives from the nineteenth century the present-- dime novels, serial genre fictions, literary novels comprised of chapters initially published as short stories, radio and film serials, television programs old (The Naked City, Hawaii-Five 0), newer (The Wire, Sex in the City), and new (Americans), podcasts, and video games (Legend of Zelda).']"
ENGL 0151D,ENGL,['202100'],Men's Films,,[],"['A seminar on recent road films, gross-out comedies, “bromances,” war films, sports films, superhero movies, sex films, and coming-of-age stories particularly concerned with men and masculinity in unusual, often extreme circumstances. Films may include: The Hangover and The Hangover 2, Magic Mike, Moonlight, Bridesmaids, American Sniper, Deadpool, Neighbors, Everybody Wants Some, Foxcatcher, The D-Train, The Change-Up, and Shame. Enrollment limited to 19 first-year students. Instructor permission required.']"
ENGL 0200S,ENGL,"['202100', '201610']",Killing Shakespeare: Three Plays and their Afterlives,,[],"['Do adaptations of Shakespeare “kill” his texts? In this course, we will explore three plays—Othello, The Tempest, and Hamlet—with some of their most prominent adaptations. We will focus on how these adaptations consider important political questions of their times in relation to Shakespeare. Authors/directors include: Lawrence Olivier, Aime Cesaire, Jawad Al-Asadi, Vishal Bharadwaj, and Julie Taymor. Enrollment limited to 17.']"
ENGL 0200T,ENGL,"['202100', '201620']",The Revolution Will Not be Televised: Poetry and the Politics of Representation,,[],"['What are the political effects of representing a person, thing, or event? Is representation itself a useful political goal? With an emphasis on racial politics, this class examines how poetry plays with representability and irrepresentability to call attention to and perhaps change how we see each other and the world. Readings include works by Gertrude Stein, Claudia Rankine, Mercedes Eng, and Layli Long Soldier. Materials may also include popular music by artists like Bob Dylan and Solange. Enrollment limited to 17.']"
ENGL 0500P,ENGL,"['202100', '201910']",The Examined Self: Lives of the Soul,,[],"['This course examines a crucial tradition in American letters and culture: the literature of self-examination and the spiritual quest. Each work focuses in some way on questions of identity and identification: We will be reading a wide range of authors and genres-- spiritual autobiography, short fiction, the novel, conversion narratives, confessions, and lyric and epic poetry. Limited to 30 students.']"
ENGL 1560A,ENGL,"['202100', '201610']",Jane Austen and George Eliot,,[],"[""A survey of the major novels of Austen and Eliot. Readings will also include contemporary reviews and responses, letters, and Eliot's critical prose, as well as literary theory and criticism addressing questions such as novelistic form, realism and narrativity, the problem of the subject, the politics of aesthetics, and the changing status of the woman writer in the 19th century. Enrollment limited to 20 seniors and juniors. Instructor permission required.""]"
ENGL 1561W,ENGL,"['202100', '201620']",On Being Bored,,[],"['This course will explore how and why certain texts and films represent states of non-productivity or non-desire. Beginning with writings from the Enlightenment and Romantic periods, we will move into contemporary theoretical and aesthetic reflections on the links between art and worklessness: narratives with neither progress nor plot, characters that resist characterization, as well as poems and films that resist emphatic assertion and revelation. Enrollment limited to 20.']"
ENGL 1710K,ENGL,"['202100', '201710']",Literature and the Problem of Poverty,,[],"['This course explores poverty as a political and aesthetic problem for American writers. Examines the ways that writers have imagined the poor as dangerous others, agents of urban decay, bearers of folk culture, and engines of class revolt. Authors include Stephen Crane, William Faulkner, Zora Neale Hurston, and Richard Wright.']"
ENGL 0100Q,ENGL,"['202020', '201820', '201710']",How Poems See,,[],"['What makes poems and pictures such powerful forms of life? Why do pictures have so much to tell us? How do we see things in words? How do graphic images, optical images, verbal images, and mental images together constitute ways of understanding the world? Looking at poems and images from Giotto and Shakespeare, Wordsworth and Dickinson and Turner through such modern poets and painters as Stevens, Ashberry, Warhol and Heijinian, we will study sensory and symbolic images, the uses and dangers of likeness, and the baffling confluence of concrete and abstract, literal and figurative, body and mind, matter and spirit.']"
ENGL 0101B,ENGL,['202020'],Earth Poetics: Literature and Climate Change,,[],[]
ENGL 0101C,ENGL,['202020'],America Dreaming,,[],[]
ENGL 0150U,ENGL,"['202020', '201610']",The Terrible Century,,[],"['Although the term ""terrorism"" was coined in the 18th century, and although its contemporary resonance has reached an unprecedented pitch, the truly terrible century was arguably the 20th. This course introduces 20th century literature in English through a historical and philosophical examination of terror and terrorism. We will focus on several historical contexts, including: British colonialism in Ireland and Africa, South African apartheid, and the post 9/11 world. Readings include Conrad, Bowen, Gordimer, Coetzee, Foulds, Walters, Hamid. Enrollment limited to 19 first-year students.']"
ENGL 0151C,ENGL,['202020'],Midsummers,,[],"['A traditional occasion for festivity and misrule, midsummer has been important to writers since medieval times. Spanning Shakespeare to Aster, Midsummer to Midsommar, the course includes Ovid’s Metamorphoses and Korine’s Spring Breakers. How are midsummers represented? What’s the difference between country and city, nighttime and daytime? Do things ever go back to normal, or can a party last forever? Enrollment limited to 19 first-year students.']"
ENGL 0200Q,ENGL,"['202020', '201620']",“Strangeness” at The Margins: Black and Queer Narratives,,[],"['Anchored in black and queer studies, this course will think within “weird” and unusual narratives. How do sexual, gender, and racial identities work together in ways that produce “strange” literature? What might we gain through careful attention to the techniques used in reading/writing marginal selves through oddness? Figures will include Janelle Monae, Toni Morrison, Prince, Sigmund Freud, and Ralph Ellison. Enrollment limited to 17.']"
ENGL 0200R,ENGL,['202020'],American Misfits: Short Story Collections of Marginalized U.S. Subjects,,[],"['What does it mean to not “fit in” in the U.S.? How does crossing international borders and waters reshape perceptions of home? This course investigates how short story collections, in form and content, depict experiences of fragmented memory and bifurcated national identity among marginalized peoples. Authors include: Chimamanda Adichie, Jhumpa Lahiri, Sandra Cisneros, Leslie M. Silko, Junot Díaz, Galang, Viet Nguyen. Enrollment limited to 17.']"
ENGL 0200U,ENGL,"['202020', '201620']",After the Human?: Literature at the End of the World,,[],"['What does it mean to be human? From zombies to aliens, cyborgs to talking bears, contemporary fiction is rewriting our most fundamental categories of identity. This course explores what’s at stake in how we define ourselves, and the challenge ‘nonhumans’ pose to our beliefs about right and wrong, good and evil. Authors include: Ishiguro, Jemisin, Tawada, Vandermeer, Whitehead, and Miéville. Enrollment limited to 17.']"
ENGL 0300F,ENGL,"['202020', '201820', '201610']",Beowulf to Aphra Behn: The Earliest British Literatures,,[],"['Major texts and a few surprises from literatures composed in Old English, Old Irish, Anglo-Norman, Middle English, and Early Modern English. We will read texts in their historical and cultural contexts. Texts include anonymously authored narratives like Beowulf and Sir Gawain and the Green Knight, selected Canterbury Tales by Chaucer, and texts by Sir Thomas Malory, Spenser, Shakespeare, and Aphra Behn. Enrollment limited to 30.']"
ENGL 0510G,ENGL,"['202020', '201820']","New Worlds, New Subjects: American Fiction at the Dawn of the Twentieth Century",,[],"['In 1900, the historian Henry Adams declared, Americans lived in a world so radically transformed that “the new American … must be a sort of God compared with any former creation of nature.” This new world had many progenitors: Darwin’s theory of evolution; Nietzsche’s theory of the will; Freud’s theory of the unconscious; the rise of the mass media; the industrial production line; the triumph of consumerism; mass immigration; Jim Crow; the New Woman. This class reads works of fiction from the turn-of-the-century in the context of these transformations. Writers include Freud, Nietzsche, Stephen Crane, Henry James, and Edith Wharton.']"
ENGL 0710Z,ENGL,['202020'],American Literature and the Constitution,,[],[]
ENGL 1030A,ENGL,"['202020', '201920', '201810', '201720', '201610']",The Thoughtful Generalist,,[],"['This *ONLINE* section of “ENGL1030: Critical Reading and Writing II: Research” will prepare you for academic and real-world discourse. In Canvas, you will discuss essays demonstrating deep research distilled into engaging intellectual journey. You will research and revise four explanatory, analytical, persuasive essays, using varied sources to explore subjects or issues of your choice. Mandatory peer reviews and conferences ONLINE. Enrollment limited to 17. Banner registrations after classes begin require instructor approval. S/NC.']"
ENGL 1140F,ENGL,['202020'],Critiquing the Cultures of Kinship,,[],[]
ENGL 1160A,ENGL,"['202020', '201820', '201620']",Advanced Feature Writing,,[],"['For the advanced writer. Nothing provides people with more pleasure than a “good read.” This journalism seminar helps students develop the skills to spin feature stories that newspaper and magazine readers will stay with from beginning to end, both for print and on-line publications. Students will spend substantial time off-campus conducting in-depth interviews and sharpening their investigative reporting skills. The art of narrative storytelling will be emphasized. Prerequisite: ENGL1050G or 1050H, or published clips submitted before the first week of classes. Class list reduced to 17 after writing samples are reviewed. Banner registrations after classes begin require instructor approval. S/NC.']"
ENGL 1180C,ENGL,"['202020', '201920', '201820', '201720']",Advanced Creative Nonfiction: Writing with Food,ENGL\xa00930,[],"['This course examines writing about food and how writing affects food and food culture. We shall explore the relationship of food to the pen through reading classic texts, writing in and out of class, guest lectures, and touring culinary archives. The goal is to polish personal voice in menus, recipes, memoir, history, reportage, and the lyric essay. Prerequisite: ENGL\xa00930 or any 1000-level nonfiction writing course. Class list will be reduced to 17 after writing samples are reviewed during the first week of classes. Preference will be given to English concentrators. Banner registrations after classes begin require instructor approval. S/NC.']"
ENGL 1180W,ENGL,['202020'],Writing About History,,[],[]
ENGL 1310A,ENGL,"['202020', '201610']",Firing the Canon: Early Modern Women's Writing,,[],"[""Rediscovery and reconsideration of works by early modern women have changed the literary canon; these once-neglected works are becoming mainstream, and they are changing the way we read 'traditional' texts. The reading in this course includes poetry, letters, drama, essays, fiction, and life-writing by authors including Lanyer, Wroth, Cavendish, Behn, Manley, Haywood, Scott, and Montagu.""]"
ENGL 1310H,ENGL,"['202020', '201720']",The Origins of American Literature,,[],"['Where does American literature begin? Can it be said to have a single point of origin? Can writings by people who did not consider themselves American be the source of our national literary tradition? Does such a tradition even exist and, if so, what are its main characteristics? How does one understand the various diverse traditions that constitute American literature, including African-American, Native American, and many others, into a single object of study--or does one even need to? Authors may include de Vaca, Anne Bradstreet, Benjamin Franklin, and Phillis Wheatley.']"
ENGL 1511F,ENGL,"['202020', '201910', '201810']",Wordsworth and Coleridge: Lyrical Ballads,,[],"['An introduction to and close reading of the Lyrical Ballads, one of the most radical and innovative volumes in British Romantic literature. We will pay special attention to the aesthetic, historical, ethical, and political dimensions of the text, patiently working through the poems and prefaces, as well as reading antecedent texts, in order to understand why the book was an experiment for its authors, and what are its enduring effects on our contemporary moment.']"
ENGL 1511Z,ENGL,['202020'],The Art of the Novel: Henry James,,[],[]
ENGL 1561G,ENGL,['202020'],"Swift, Pope, Johnson",,[],"[""The course provides in-depth study of three major writers of the eighteenth century and will include cultural contexts. Readings include Gulliver's Travels, The Rape of the Lock, and Rasselas. Enrollment limited to 20.""]"
ENGL 1711N,ENGL,"['202020', '201910']",Monsters in our Midst: The Plantation and the Woods in Trans-American Literature,,[],"[""This course focuses on how literary and visual culture grappled with land as a topographic entity in relation to race, gender, and time. Students read literature about the Caribbean and parts of the U.S., produced from the 19th century to the present. Readings include Marlon James's The Book of Night Women and Jean Rhys's Wide Saragasso Sea.""]"
ENGL 1711O,ENGL,['202020'],"Radical Pasts, Radical Futures: Literature and the Left",,[],"['This course examines American literary representations of leftist social movements in the late twentieth century, including the antiwar movement, anticolonialism, and Black Power nationalism. The class explores autobiographical and journalistic accounts published during the U.S. counterculture as well as novels that present this radicalism after its decline. Authors include Norman Mailer, Angela Davis, Joan Didion, E.L. Doctorow, and John Wideman.']"
ENGL 1711P,ENGL,['202020'],"'We have not yet heard enough, if anything, about the female gaze': Contemporary Writing Not by Men",,[],[]
ENGL 1901H,ENGL,"['202020', '201820']",The Late 60s: Film Countercultures,,[],"['On representative late-60s counterculture movies concerned with antiauthoritarianism; hippy Bohemianism; social and sexual experimentation; dropping out; and psychedelia. Bookended by rock music festival documentaries (Monterey Pop; Gimme Shelter; Woodstock), the seminar is mostly concerned with feature films (The Graduate; Bonnie and Clyde; 2001; Midnight Cowboy; Easy Rider; Medium Cool). It will also consider some underground art cinema of Kenneth Anger and Andy Warhol. Enrollment limited to 20 juniors and seniors in English and MCM. Instructor permission required.']"
ENGL 1950G,ENGL,"['202020', '201710']",Reading Narrative Theory,,[],"['Narrative is a powerful category of analysis spanning genres, historical periods, media forms, and the distinction between the ""fictional"" and the ""real."" This course examines major narrative theorists of the twentieth and twenty-first centuries. We will focus on literary examples, such as theories of the folktale and novel, and scholarship that interrogates the work of narrative in historiography, in cinema and television, and in extra-literary contexts (in the struggle of political campaigners to “control the narrative” or debates on narrative in gaming, medical research, law, and theory itself). Limited to 20 senior English concentrators. Others admitted by instructor permission only.']"
ENGL 2360Z,ENGL,"['202020', '201610']",Shakespeare: a Politics of Love,,[],"['This seminar will explore certain of Shakespeare’s plays—mainstays such as Romeo and Juliet and Othello but also more marginal texts, such as All’s Well and As You Like It—in order to discern a politics of love. Enrollment limited to 15.']"
ENGL 2561U,ENGL,['202020'],Consciousness and the Novel,,[],[]
ENGL 2901P,ENGL,['202020'],"Black Feminism: Roots, Routes, Futures",,[],[]
